date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:57	43826/43826	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Jun%202021%2019:46:57%20GMT	https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/Renew827c.html	(from )
15:46:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Jun%202021%2019:46:58%20GMT	https://alpha.healthfindings.website/robots.txt		(from )
15:46:58	801/801	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jan%202019%2001:57:46%20GMT	https://alpha.healthfindings.website/clickstream.html	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/clickstream.html	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:46:59	22656/22656	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jan%202019%2001:57:46%20GMT	https://alpha.healthfindings.website/sss.css	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/sss.css	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:00	152156/152156	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jan%202019%2001:57:46%20GMT	https://alpha.healthfindings.website/bootstrap.css	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/bootstrap.css	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:00	19836/19836	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jan%202019%2001:57:46%20GMT	https://alpha.healthfindings.website/bootstrap-theme.css	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/bootstrap-theme.css	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:01	18824/18824	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jan%202019%2001:57:46%20GMT	https://alpha.healthfindings.website/font-awesome.css	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/font-awesome.css	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:02	13674/13674	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Feb%202018%2017:26:42%20GMT	http://brain.healthfindings.website/logo37.png	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/brain.healthfindings.website/logo37.png	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:02	9136/9136	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jan%202019%2001:57:47%20GMT	https://alpha.healthfindings.website/style.css	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/alpha.healthfindings.website/style.css	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
15:47:03	107/107	---MC-	503	error ('Service%20Unavailable')	text/html	date:Sat,%2026%20Jun%202021%2019:47:03%20GMT	https://browserpusher.com/browserpusher.js	C:/Users/cliffort/Documents/Alpha%20Thunder%20Testo/browserpusher.com/browserpusher.8.delayed	(from https://alpha.healthfindings.website/Renew.php?cep=lcw0wNrVRV7VsVAOnXudWtvRiDu7XCfKLVNg-ibdj6GJWT3B1j89ZO-G88KfIzrzjz8Z81xNPlBMnRbUbT-tPOerxpIVQKuuZGLgqWjD77lLXGYLjgrqiuJ0O3BLJJLFnZ7BT57U4h3dC4ljV4Z8paCoe6srJtDH4GO1Qi1URAAbgCRictfb2OB5MV-yPyxI9vVN1TMMtQKbVHiTieDTwcO0WXwwWvazvNgeSZzI43MLyDrK48a9W2L7I8wjLLEm9ezlmM1poxSYk5YL0-mpA1nMo7J1P7Z-GeddGywU-kBzin2uolUAkKLShdX58R0o2lDSwHAMVoNfXqRMjcYfhCKaMpHEWDPnqYtEThKMbEGeCAOw5p8tnLBO9849jZJTU0HzXm_zbeNQPHXxlIqnLiO0WcVasg4ttlPrBQNPxYOkf9YyTKnXifxfSconSNOIH9Zax6iYAvEIW7Kow4WEFJhvPAkTeubDAy9awvJ2vKnE670tHh1vak0hc1G9bPCUODL7EReeVXyjSFunEtwyY2mb1cv26nA3IK8bOCdN08VG28_3Tlml1tHP6kZJ7xYsxJPypVNeM6rfzgyKgBoeRr_ps6w7rx0O9opkgzWROwi6ATRNdyQ2m7bOU9jCzBmSIOEi8KKfS5WgQcYvlL1t0xsa7tvHlq6-sb8kvt6ueME&lptoken=16a324f1718d705b0607&MatchType=e&BidMatchType=bp&QueryString=penis+vitamins&KeyWord=male+enhancement+supplements&CampaignId=409642047&AdGroupId=1136895797098912&AdId=71056097910210&TargetId=kwd-71056553420103%3Aloc-32&Network=o&msclkid=25bb68fb5fa41f4aabc5082c70d9df14)
